,NO-N,NO-S
281,5.484334139413397,6.302945152703386
282,5.34764268335324,6.1498527264441245
283,5.210304866752993,5.996239273858397
284,5.072361609678558,5.842150564369069
285,4.933854012588013,5.6876325090027375
286,4.794823344085602,5.532731146710404
287,4.655311028625707,5.377492630650108
288,4.515358634170349,5.221963214435509
289,4.375007859803917,5.066189238354508
290,4.234300523308885,4.9102171155621175
291,4.093278548706064,4.75409331825151
292,3.9519839537633343,4.5978643638076075
293,3.8104588374762725,4.441576800947052
294,3.668745367524788,4.2852771958490266
295,3.5268857677091003,4.129012118280702
296,3.384922305369084,3.972828127721676
297,3.242897278790686,3.8167717594915618
298,3.100853004603027,3.660889510884643
299,2.958831805170089,3.505227827315924
300,2.816875995980657,3.3498330884826037
301,2.67502787304041,3.1947515945452283
302,2.5333297002696984,3.040029552332424
303,2.39182369691089,2.8857130615734423
304,2.2505520249491537,2.7318481011627442
305,2.1095567765501633,2.578480515460459
306,1.9688799615186312,2.425656000632931
307,1.8285634947814549,2.2734200910375133
308,1.6886491838990771,2.1218181456555136
309,1.549178716608834,1.9708953345773912
310,1.4101936484039843,1.8206966255442012
311,1.2717353901522106,1.6712667705494235
312,1.1338451957571811,1.5226502925050234
313,0.9965641498668214,1.374891471975717
314,0.8599331556321017,1.2280343339855238
315,0.7239929225198543,1.0821226349004274
316,0.5887839541833007,0.9371998493910665
317,0.4543465363939445,0.7933091574794009
318,0.3207207250382922,0.6504934316730964
319,0.18794633418319062,0.5087952241916458
320,0.056062924213073906,0.3682567542877564
321,-0.07489020995704987,0.22891989566815507
322,-0.2048740505896518,0.09082616401714727
323,-0.3338498687500673,-0.04598329537301371
324,-0.4617792358458681,-0.1814677198614696
325,-0.5886240350767062,-0.31558674160402855
326,-0.7143464727913322,-0.44830039958088896
327,-0.8389090897482561,-0.5795691515030743
328,-0.9622747722768121,-0.7093538855941386
329,-1.0844067633352195,-0.837615932243577
330,-1.2052686734624825,-0.9643170755285695
331,-1.3248244916206096,-1.089419564600405
332,-1.443038595924249,-1.2128861249324911
333,-1.559875764254235,-1.3346799694263156
334,-1.6753011847521586,-1.4547648093722954
335,-1.7892804661925448,-1.5731048652619934
336,-1.9017796482298523,-1.6896648774487568
337,-2.0127652115169754,-1.8044101166533446
338,-2.122204087692438,-1.917306394311633
339,-2.2300636692331333,-2.0283200727611073
340,-2.336311819169855,-2.137418075263338
341,-2.4409168806624963,-2.2445678958591806
342,-2.543847686432322,-2.349737609054041
343,-2.6450735680483186,-2.4528958793301445
344,-2.7445643650648623,-2.5540119704829607
345,-2.8422904340081256,-2.6530557547791567
346,-2.9382226572083994,-2.7499977219332026
347,-3.03233245147577,-2.8448089879000404
348,-3.1245917766164917,-2.937461303481083
349,-3.2149731437876516,-3.0279270627411643
350,-3.3034496236875337,-3.1161793112337826
351,-3.389994854579229,-3.2021917540322056
352,-3.4745830501451676,-3.2859387635641006
353,-3.557189007170207,-3.367395387247316
354,-3.6377881130510024,-3.4465373549245797
355,-3.7163563531293415,-3.5233410860948045
356,-3.7928703178473633,-3.5977836969389427
357,-3.8673072097225214,-3.669843007138306
358,-3.9396448501400743,-3.739497546483179
359,-4.009861685961303,-3.806726561269951
360,-4.077936795945268,-3.871510020484691
361,-4.143849896982374,-3.9338286217714646
362,-4.2075813501377155,-3.993663797183462
363,-4.269112166502575,-4.050997718715397
364,-4.32842401285218,-4.10581330361536
