,NO-N,NO-S
1,0.3568213861149412,0.3355698525264228
2,0.48699713970363234,0.47252328494956997
3,0.4044774005327142,0.3033458077885244
4,0.624235944705053,0.34350676272905545
5,0.5668302740340874,0.25029686552721586
6,0.6642657659475273,0.3743959869123157
7,0.479648396290836,0.27098823827950347
8,0.4262043670157155,0.18469986145803408
9,0.3572352643539224,0.12700123008950892
10,0.4381363007597865,0.2531540229795832
11,0.29200272589315956,0.17684940681968253
12,0.18549662002179945,0.09437037722991792
13,0.14065167233331122,0.056935410660956975
14,0.4752263540623044,0.16665185774474423
15,0.5365814196357279,0.1871232274989737
16,0.41377414686083747,0.11953038793890747
17,0.2972939765916839,0.3912386086976761
18,0.2257323096157906,0.2331797149903596
19,0.4395331285430606,0.30302007127607955
20,0.30884824038576875,0.44204182477692056
21,0.6580892432844362,0.42043518164937577
22,0.5704578809535521,0.2837826159116512
23,0.5570568757053369,0.22217213732682795
24,0.6707499657340019,0.2555060775206005
25,0.579027172559873,0.23876641515379637
26,0.40161293993627634,0.12960885892992524
27,0.3335334341131133,0.4931253898012151
28,0.33300742335754074,0.32212955957990197
29,0.2136176319750679,0.17945343728297913
30,0.2919886293547511,0.14339942752918267
31,0.3799714200696921,0.14636941028467831
32,0.5866987326613328,0.2207066082216682
33,0.6047967266908123,0.21032005874941917
34,0.4901453248632017,0.14069710709248007
35,0.4301985610283877,0.11440143511459533
36,0.29264591080424884,0.06333440407007718
37,0.1856170912106917,0.03271818647960012
38,0.13598743207453678,0.32490134798444426
39,0.08302082400485644,0.18104723816609303
40,0.22451965064725887,0.1418324296025274
41,0.23912232275835044,0.28196438678472135
42,0.1858013764833556,0.5940257156037774
43,0.6307908219932503,0.5060119945693968
44,0.45055987453039104,0.3209231905073935
45,0.3040717797378054,0.2737309149753341
46,0.24300430546466378,0.1639284039598523
47,0.24137697718277507,0.11357460090572113
48,0.17026491569165492,0.06540972314493865
49,0.2999654684653372,0.09220127200585404
50,0.5471467932095253,0.18077006577154608
51,0.42966703733311806,0.1170842110020075
52,0.2829772574291788,0.06128918662381222
53,0.17884486881222406,0.03161176963618151
54,0.11015673920125124,0.016180810377994126
55,0.5169053311754863,0.17763202027371205
56,0.49265223190194696,0.159246547341358
57,0.496562756188355,0.14733174984699415
58,0.3746071981806456,0.13601206532948584
59,0.5285749763364767,0.17903267392787736
60,0.3593208090312905,0.09529563958241061
61,0.27526219192087387,0.46013046245375433
62,0.2527397568267684,0.2875828114910015
63,0.255675423640251,0.1867030567121002
64,0.281668852122372,0.13754054394715498
65,0.3473128914688506,0.2087991038864302
66,0.2231483389034803,0.11206306552071632
67,0.321250631942989,0.11996783256792265
68,0.20491313360100172,0.06278988687723219
69,0.3227108150909095,0.09500394477416241
70,0.3826090990773944,0.15984489787853262
71,0.4957859302585893,0.3038622625334323
72,0.5036767867051115,0.2964004274144967
73,0.4600254852323612,0.2076530868675306
74,0.49260512297953996,0.18771534226019992
75,0.3556849205241981,0.10893262754300481
76,0.22893639598658988,0.056822374625653094
77,0.2891160196131177,0.2767196095441762
78,0.19948371599078762,0.2230424743077405
79,0.1232864676942107,0.12013784840130504
80,0.16183925771050955,0.3045316607799693
81,0.18502515869264846,0.18949559570353192
82,0.4062556335683415,0.1958481423416194
83,0.38631479242609446,0.43915815236536115
84,0.25073511078909994,0.2541524854463991
85,0.2992234378695622,0.23807214134151644
86,0.1913605026317654,0.1563036638010783
87,0.32102603866633017,0.14800635255771855
88,0.20454948385897387,0.07799558013606511
89,0.3220352752817768,0.1007639447320704
90,0.22635602552493084,0.05939025709439594
91,0.14073103771877904,0.030560840581641657
92,0.32958929082984867,0.09557478857111101
93,0.3186407333371838,0.08624301727702843
94,0.3254224140087928,0.08405906629694626
95,0.31078143296195526,0.07813991368685036
96,0.19741488731108148,0.040400354434072305
97,0.20556880801906585,0.04826120999154815
98,0.16822612744932786,0.037695115644458266
99,0.10369899830741602,0.029018858894381716
100,0.16090950783964986,0.043965695505323255
101,0.18229521060915432,0.047039064540991715
102,0.2260065561841751,0.0586429759943391
103,0.4705421100897248,0.1444808810471392
104,0.5724804906112677,0.18852588715700314
105,0.39464478130553027,0.10045920031392452
106,0.261023955803925,0.13385981923939183
107,0.17945322649125017,0.319752366079213
108,0.2595279188564722,0.3688694795654913
109,0.17088427799857786,0.32795602164975857
110,0.10477482370400026,0.18242681370899227
111,0.06728428450482349,0.15926412916058752
112,0.04798582197263679,0.08617241912222129
113,0.10924502335955288,0.0961775892809531
114,0.17964742433040615,0.08238082929976032
115,0.1512612728759577,0.05482580822247762
116,0.3333723610699024,0.1430478191190997
117,0.21297318907810292,0.07525865791813746
118,0.13189156512209954,0.038879932812008744
119,0.5166314295008498,0.18379433477412632
120,0.3805312142722058,0.2913283454725508
121,0.24634734548428416,0.16016588388692465
122,0.15382617897404582,0.08467777731639681
123,0.12003931642543686,0.16224878456889857
124,0.2194252410662615,0.12856476842214482
125,0.2542731722500454,0.10170921101511499
126,0.2191401906297833,0.07243083017880791
127,0.135924985740712,0.03740223853651681
128,0.20431011940030652,0.054839803423231026
129,0.1406508306793285,0.11268632496398556
130,0.14421095445388932,0.07618086830127102
131,0.3681354949905703,0.12917190056927608
132,0.46138224786540294,0.33988237885755224
133,0.3276016313745278,0.19630963222254838
134,0.2451101499061359,0.11638059982422921
135,0.15304894221707732,0.060828443201080495
136,0.21108537055601928,0.06630928701113714
137,0.18487883749731804,0.1247953247118202
138,0.1759392586056987,0.08360471674340741
139,0.2912583465512705,0.10045137779346847
140,0.29520160272556617,0.0878781528504965
141,0.18716815491024918,0.053475617899505945
142,0.19164627909769438,0.05181641709472218
143,0.16345049578596849,0.040752553807975045
144,0.17164769100323762,0.0439673284266654
145,0.20837590082080937,0.05430949830178944
146,0.1478126687953285,0.033475821622231616
147,0.26444980408298646,0.07548001669562232
148,0.16825535380113488,0.03981681973878426
149,0.10655235221961457,0.02146791790518221
150,0.21162082956340567,0.5089738032031026
151,0.16104756043116975,0.3097937245207457
152,0.26680050899202734,0.21995467199928864
153,0.2716601838707219,0.1495893636365181
154,0.290590089724705,0.44005179692001695
155,0.2103901544091158,0.262067222322262
156,0.20286142846485733,0.16345132441719123
157,0.1627150262498075,0.09708831911915305
158,0.12208938430478367,0.05735756547879556
159,0.34887448859388903,0.12198183491643033
160,0.3658517917956634,0.11465119310346106
161,0.4000337447394573,0.3657097966031373
162,0.39551972651740286,0.2858620034847408
163,0.4714246254126192,0.23561785481577457
164,0.41058813685904694,0.19291306703540156
165,0.4105624434752231,0.1581160554313692
166,0.28095646239056293,0.09325938527703248
167,0.17749442110373959,0.04860443069355269
168,0.1872018838664926,0.05472273974372688
169,0.11558205388219844,0.028243574460511622
170,0.07840585856892901,0.1442270743595807
171,0.20377831211382524,0.14429443816832643
172,0.1972784586765579,0.09944725877545957
173,0.12216041017257939,0.05195777600553819
174,0.3302855865689519,0.11503188810871268
175,0.2509923083413995,0.07492845717361973
176,0.15859151168459584,0.05953421384223023
177,0.4787889779946103,0.30663578809587344
178,0.38105865527961325,0.29427714560591134
179,0.24776283540183297,0.1628014474455335
180,0.23791786835765993,0.16227672129980752
181,0.148955224359559,0.08634465515382428
182,0.1068993622774016,0.04948853462219116
183,0.31912678659071847,0.11226325414056937
184,0.3255377661330636,0.10375110742494231
185,0.22767584138725472,0.06075612123791341
186,0.2708672858052321,0.07635350793779139
187,0.1711424176603744,0.03973095768264434
188,0.10555602971909739,0.020484248389615933
189,0.06415543301661719,0.010511872917800869
190,0.21176276391922055,0.06398993538628894
191,0.35647987776719026,0.10972233160029432
192,0.29331038410399435,0.0824602262247659
193,0.1865595533248533,0.04301277146228222
194,0.11558528821074043,0.022213232877236977
195,0.17328422599122195,0.04416644717360918
196,0.28890382147239546,0.08660036470243315
197,0.5193168259308496,0.18405345763421832
198,0.5473416820565005,0.18850079823329835
199,0.3761657755882647,0.10128770791360464
200,0.2981657766299284,0.0732025192971314
201,0.19171236499263056,0.03873831392374283
202,0.11906094098271136,0.02000482810330506
203,0.08409576002869823,0.2024924882595136
204,0.08922235989097305,0.1207702967775155
205,0.05416562899438626,0.0637333559962393
206,0.09492173854458197,0.05076658592462091
207,0.1578268952442088,0.05966490069799968
208,0.12271491145525837,0.038766910460370174
209,0.21537680962010086,0.1865507603512292
210,0.2234551073540597,0.2243276621153043
211,0.25741260054740744,0.15884924259520705
212,0.1626481924141322,0.08476592083555579
213,0.3481153458573538,0.13577873286639386
214,0.2930525313326826,0.09666617622120066
215,0.19848970561521018,0.2727113689067888
216,0.2591399564002753,0.19189050126046703
217,0.27205399286973486,0.13980413777550127
218,0.1817405907948232,0.0772369745671162
219,0.26177712375717865,0.09465724712951507
220,0.24178558937756167,0.07654616499567568
221,0.21879747814422357,0.3706211812098097
222,0.1550018248885071,0.2431023779156345
223,0.13273778397819225,0.1856351893276854
224,0.10455533125864314,0.14775080139257746
225,0.1849974129250408,0.3163748138132543
226,0.15542641854474726,0.23591108721137766
227,0.09599503849750313,0.12884780518691552
228,0.06782823169149466,0.0711724844172793
229,0.0411012610439182,0.03714657917408515
230,0.04269152515224772,0.07670200546123385
231,0.02759559430254188,0.07099666290404871
232,0.07512014261501598,0.1463167465613504
233,0.09778916562167839,0.1567386520894094
234,0.06608230199256782,0.0855875765067905
235,0.2359347705446414,0.11154912385660354
236,0.14893768768165938,0.06579512624470762
237,0.2838673072711565,0.10563519012284472
238,0.20251009563515632,0.06280587361285384
239,0.12655088170796014,0.03272231839042572
240,0.07798499526023694,0.02176321178780627
241,0.047393919917516514,0.011222875479664829
242,0.09835210693296847,0.02897099636534295
243,0.3375968817142927,0.131949185903113
244,0.2312021986508639,0.2330971052959474
245,0.15172688107799548,0.2335067820034581
246,0.30559921675267987,0.19391075364834964
247,0.19599053360449203,0.10468372612703991
248,0.3202431555161871,0.41787610897931116
249,0.20618572459315887,0.24237156823698214
250,0.32262179373583033,0.19856827785501585
251,0.26562255030934534,0.12711262360061748
252,0.2855286197123872,0.10802729332963468
253,0.4051609693067516,0.14021153872548908
254,0.33214375227518556,0.10065281645692181
255,0.391184938244616,0.12749073660719257
256,0.2999807291571598,0.08399154053822933
257,0.2177428010467568,0.05342612924393231
258,0.2327170659982748,0.06123925542884012
259,0.15622030675005183,0.03502664174771941
260,0.14465156579052085,0.16537298419318747
261,0.08923775441180948,0.08855505180254775
262,0.22754923558096674,0.24104680569578718
263,0.1496828693921981,0.2466903224904885
264,0.12303260729836152,0.5351422309016145
265,0.3054142528784878,0.3820803792896046
266,0.3048533170725387,0.2522901370536522
267,0.3088253692465468,0.17618232391296462
268,0.24602602763759973,0.2041086476276628
269,0.155429327273503,0.11048316635881716
270,0.0961104097044917,0.0582726020915838
271,0.05865281013193813,0.0303193193713579
272,0.18347601182958606,0.06608083343073945
273,0.5464114617966913,0.20497114776396674
274,0.37797355220227624,0.14179247224017444
275,0.2643781669662678,0.0815778099668445
276,0.21076522331352066,0.05733945363879511
277,0.30061789632134217,0.09274568220813906
278,0.22697744018459476,0.11287590856628538
279,0.16472383912064947,0.3859645095638783
280,0.14449627604616577,0.3072042523026558
281,0.08910149394545686,0.17149718599763975
282,0.054275246126787025,0.09193009953689779
283,0.1364584597503592,0.07926100137662517
284,0.15035665771588447,0.06122919973966334
285,0.09282370820716279,0.031863398254738384
286,0.2569209292485779,0.08731076980036434
287,0.2332351259045078,0.0700745602140822
288,0.20943659621764,0.0574773614885018
289,0.13796240394697634,0.15057044351663929
290,0.28885163815962667,0.14427097416477108
291,0.3955203945497955,0.15648312470282977
292,0.30452506597039997,0.10071009430611022
293,0.2628247287374006,0.07895856277078372
294,0.45561854507835686,0.15680999529209438
295,0.4950322484505305,0.2680392856185577
296,0.3376034742477062,0.19234858707055913
297,0.6019995942556962,0.2655897284372484
298,0.6095897618854242,0.2433684197031163
299,0.5889040758684123,0.6088289237069392
300,0.41495291891646935,0.43403750699897836
301,0.6151913628744672,0.4873538603725366
302,0.4485189880037611,0.5210584974551844
303,0.5919833229661885,0.4209337027386755
304,0.723536003786188,0.6457858179108653
305,0.66191610292479,0.5148373035268463
306,0.47673089009997727,0.30943011343518223
307,0.3249410717951562,0.25433648405108333
308,0.20915291502762612,0.13947442193241877
309,0.5013840262976896,0.2128887662723239
310,0.502931154146786,0.18265614361295623
311,0.3650197862092649,0.10808193703067304
312,0.2727710841690256,0.07018330145907514
313,0.18901619004523484,0.0416999719215585
314,0.6226870187626435,0.2425792814524056
315,0.7529089115460931,0.31532878726174995
316,0.684280072696148,0.24951369649204636
317,0.5038270032219665,0.13950636905410008
318,0.5448241620232235,0.3194284546496129
319,0.38313089795469235,0.18179871266072012
320,0.5129370074266131,0.2091898390693392
321,0.35799039613106554,0.265498034008107
322,0.32401355196198,0.459790897204005
323,0.2974726759083667,0.29417679665303487
324,0.24689672233431958,0.3474592942554058
325,0.2855952265462942,0.2313988303913218
326,0.18174350712466958,0.12588285226085416
327,0.149362335999638,0.5341939338311605
328,0.10025499337772692,0.41372739843974415
329,0.1146698158942494,0.4560851465034187
330,0.09958044467978822,0.27392857701647855
331,0.06587080301401393,0.15216711505382696
332,0.09749778840560619,0.09662675254335384
333,0.05932013045687601,0.05059771104723931
334,0.5957727541653192,0.3642291820710625
335,0.41717762069356024,0.2065664937623688
336,0.6008943613719634,0.24344193463387132
337,0.4215436123974765,0.13281432127781012
338,0.3252118527182798,0.08871314696156607
339,0.33876317172742787,0.0916076891480393
