,NO-N,NO-S,no-flex,trans,stor,full-flex
0,3250.0,1850.0,477907640.2157554,272906543.8182094,421022750.34101397,252001066.89999345
1,3250.0,1900.0,472434989.4303122,270146684.18643534,415577298.2535326,247982047.93301976
2,3250.0,1950.0,467052634.7893421,267472376.54850698,410212669.46428007,244059413.70117584
3,3250.0,2000.0,461760576.2928458,264883026.4063997,404932861.33924216,240023625.7150496
4,3250.0,2050.0,456558813.94082314,262377145.68497682,399734582.3413181,236073681.92099798
5,3250.0,2100.0,451447347.73327374,259954968.93684646,394613476.72467786,232222746.87991446
6,3250.0,2150.0,446426177.6701976,257616293.473184,389570530.4231531,228364374.31651452
7,3250.0,2200.0,441495303.75159526,255353772.7968134,384605759.7032497,224593223.4818543
8,3250.0,2250.0,436654725.97746634,253168392.97998992,379713856.96053433,220875316.98429143
9,3250.0,2300.0,431904444.34781104,251060989.66992486,374890158.1191604,217166818.2407157
10,3250.0,2350.0,427244458.86262923,249031758.50021312,370133280.1491028,213539307.64185783
11,3250.0,2400.0,422674769.5219208,247076562.46993938,365450639.76052886,209929229.79259467
12,3250.0,2450.0,418195376.3256862,245192881.4543084,360839111.102813,206463608.35653538
13,3250.0,2500.0,413806279.273925,243372042.76499173,356282311.4215537,203064506.10506973
14,3250.0,2550.0,409507478.3666371,241620027.53123856,351794538.41998595,199700917.41334248
15,3250.0,2600.0,405298973.60382307,239937163.12900448,347375146.27173704,196377250.77321103
16,3250.0,2650.0,401180764.9854823,238327951.97378665,343017866.80806863,193033102.74446574
17,3250.0,2700.0,397152852.51161516,236784241.3764981,338715116.9537834,189817230.99175277
18,3250.0,2750.0,393215236.18222135,235303289.22348857,334473279.4751793,186595049.2256487
19,3250.0,2800.0,389367915.99730116,233886223.41378552,330292686.9879459,183336719.28565103
20,3250.0,2850.0,385610891.95685446,232532278.82721844,326172597.19892484,180232486.66130802
21,3250.0,2900.0,381944164.06088114,231239173.1025625,322101272.8916678,177174504.0268882
22,3250.0,2950.0,378367732.30938166,230011677.34672317,318074962.82051164,174143350.7223267
23,3250.0,3000.0,374881596.7023555,228844785.87680408,314097497.3187088,171150971.30301157
24,3250.0,3050.0,371485757.2398031,227740990.3184211,310173906.572122,168171811.44482255
25,3250.0,3100.0,368180213.921724,226698896.8247994,306298857.22864485,165217996.5646913
26,3250.0,3150.0,364964966.74811816,225720601.62040216,302481710.1852025,162345832.03019914
27,3250.0,3200.0,361840015.7189863,224804647.8078602,298712701.4314153,159547383.2197608
28,3250.0,3250.0,358805360.83432794,223950126.19119227,294989188.4243755,156780557.32821143
29,3250.0,3300.0,355861002.0941427,223156550.75183192,291321550.36355615,154048866.9041093
30,3250.0,3350.0,353006939.4984313,222421522.84544805,287700566.05495757,151385843.67411634
31,3250.0,3400.0,350243173.04719317,221745074.84324172,284133533.80625606,148759342.25709635
32,3250.0,3450.0,347569702.7404287,221123907.3134189,280621320.9447195,146196180.9512147
33,3250.0,3500.0,344986528.5781379,220561100.23517102,277158335.4443353,143500470.43520272
34,3250.0,3550.0,342493650.5603203,220059199.29834607,273752168.6085218,140953701.3477998
35,3250.0,3600.0,340091068.6869765,219615578.44312105,270391687.1847332,138495433.90010607
36,3250.0,3650.0,337778782.95810616,219237088.25550675,267071843.58253306,135901435.60560873
37,3250.0,3700.0,335556793.3737093,218924867.7119299,263789632.13365626,133432921.52195366
38,3250.0,3750.0,333425099.93378574,218669213.69770497,260563921.88668215,131052005.12231508
39,3250.0,3800.0,331383702.6383357,218472290.0482314,257391343.2217325,128645224.96529812
40,3250.0,3850.0,329432601.4873595,218334541.58869863,254258949.9061732,126386382.00133733
41,3250.0,3900.0,327571796.48085666,218253720.86209667,251156341.96887332,124111335.10456431
42,3250.0,3950.0,325801287.61882734,218236569.24446365,248113600.83717248,121870440.06845371
43,3250.0,4000.0,324121074.90127164,218277393.00932086,245123644.15947747,119769174.27897215
44,3250.0,4050.0,322531158.32818925,218376615.8321366,242178686.88547507,117570761.07588457
45,3250.0,4100.0,321031537.8995806,218540023.54403123,239279103.24205127,115469916.69437994
46,3250.0,4150.0,319622213.6154453,218766332.8088477,236444460.58991525,113457716.42341933
47,3250.0,4200.0,318303185.4757834,219055900.48640385,233642738.90660426,111436616.04358198
48,3250.0,4250.0,317074453.4805952,219408529.46355274,230879838.0474129,109508289.49318647
49,3250.0,4300.0,315936017.6298804,219820942.26662195,228163255.91953236,107553385.33484879
50,3250.0,4350.0,314887877.9236394,220296220.1052519,225505641.33559868,105726663.5433
51,3250.0,4400.0,313930034.36187154,220834258.2789832,222906518.63155183,103861510.07895182
52,3250.0,4450.0,313062486.9445774,221435172.80985954,220352934.19898328,102083258.31550339
53,3250.0,4500.0,312285235.6717567,222099195.16807285,217830816.30455804,100541244.73420721
54,3250.0,4550.0,311598280.5434098,222825338.4138069,215358468.71111232,98959312.40039676
55,3250.0,4600.0,311001621.5595359,223614113.56812066,212937823.7686503,97292505.22642381
56,3250.0,4650.0,310495258.72013587,224462813.38322788,210591984.87426826,95774605.58118215
57,3250.0,4700.0,310079192.02520937,225377688.97999862,208292657.27391145,94243883.52708143
58,3250.0,4750.0,309753421.4747564,226362935.54288784,206032975.08938625,92694044.99379772
59,3250.0,4800.0,309517947.0687765,227414519.65630186,203829986.422822,91422389.19572121
60,3250.0,4850.0,309372768.80727065,228527102.56253302,201671539.28968906,90163779.58413526
61,3250.0,4900.0,309317886.69023806,229705471.38490754,199562607.64478123,88907683.24508926
62,3250.0,4950.0,309353300.71767896,230949375.0102305,197500857.39450395,87785926.93361568
63,3250.0,5000.0,309479010.8895935,232261805.13268661,195499754.5486366,86679040.91377331
64,3250.0,5050.0,309695017.2059816,233644579.72810897,193570635.6990894,85581843.69993591
65,3250.0,5100.0,310001319.6668432,235093690.68773308,191695241.5981182,84618653.74612303
66,3250.0,5150.0,310397918.27217805,236608207.3737718,189857808.22850695,83748341.32102954
67,3250.0,5200.0,310884813.02198666,238186326.88907468,188080960.47271118,82847737.27049005
