,NO-N,NO-S,no-flex,trans,stor,full-flex
0,3250.0,1850.0,477907640.21575564,272906543.81820947,422866862.76866114,254095204.48788384
1,3250.0,1900.0,472434989.4303121,270146684.18643534,417421494.02815485,250227582.33432263
2,3250.0,1950.0,467052634.78934264,267472376.5485069,412057560.8816713,246446673.0919284
3,3250.0,2000.0,461760576.2928459,264883026.40639982,406778527.11818624,242588586.95846853
4,3250.0,2050.0,456558813.94082296,262377145.68497676,401581234.93574315,238840986.30949506
5,3250.0,2100.0,451447347.73327345,259954968.93684655,396461194.7042309,235138207.031167
6,3250.0,2150.0,446426177.67019755,257616293.4731838,391421996.6704245,231525639.35822994
7,3250.0,2200.0,441495303.7515953,255353772.7968133,386462609.0343639,227969912.8944234
8,3250.0,2250.0,436654725.9774664,253168392.9799899,381577039.1463171,224458229.75831372
9,3250.0,2300.0,431904444.3478113,251060989.66992489,376762204.1750254,220938585.9581475
10,3250.0,2350.0,427244458.86262923,249031758.50021306,372017505.5063828,217510737.11123112
11,3250.0,2400.0,422674769.521921,247076562.46993962,367346897.95305955,214152677.46497533
12,3250.0,2450.0,418195376.3256862,245192881.45430824,362748998.9702456,210956102.40814418
13,3250.0,2500.0,413806279.27392495,243372042.76499164,358215009.6604292,207881692.67589897
14,3250.0,2550.0,409507478.36663705,241620027.5312386,353752666.1746409,204733228.21047536
15,3250.0,2600.0,405298973.603823,239937163.12900448,349360746.7146939,201658831.2224696
16,3250.0,2650.0,401180764.98548204,238327951.9737866,345043933.14188796,198568003.6055251
17,3250.0,2700.0,397152852.5116149,236784241.3764983,340792246.0541441,195647672.93659228
18,3250.0,2750.0,393215236.1822213,235303289.22348854,336603488.10518247,192669497.34228575
19,3250.0,2800.0,389367915.99730116,233886223.4137857,332476746.0254099,189833641.531688
20,3250.0,2850.0,385610891.9568546,232532278.82721856,328416739.90907747,187111886.0903751
21,3250.0,2900.0,381944164.06088126,231239173.1025625,324424853.10350835,184334038.47090733
22,3250.0,2950.0,378367732.30938184,230011677.34672317,320500125.4097731,181692067.11591044
23,3250.0,3000.0,374881596.70235544,228844785.8768041,316637008.843225,179066711.3409396
24,3250.0,3050.0,371485757.2398031,227740990.3184211,312836098.7922648,176537884.98868167
25,3250.0,3100.0,368180213.9217241,226698896.82479942,309095785.37138796,173955509.33461884
26,3250.0,3150.0,364964966.74811834,225720601.62040204,305416511.09035975,171485034.55721894
27,3250.0,3200.0,361840015.71898633,224804647.80786026,301801494.30796444,169050846.08847052
28,3250.0,3250.0,358805360.8343279,223950126.1911924,298247047.6494947,166697224.19667372
29,3250.0,3300.0,355861002.09414274,223156550.75183192,294759768.88295424,164418664.37977389
30,3250.0,3350.0,353006939.49843127,222421522.84544808,291340582.70518416,162217001.97646376
31,3250.0,3400.0,350243173.0471932,221745074.8432417,287989687.60603434,160061596.9394474
32,3250.0,3450.0,347569702.7404287,221123907.31341907,284696824.6414038,158014002.55992326
33,3250.0,3500.0,344986528.5781379,220561100.23517114,281470679.6627473,155822509.87559226
34,3250.0,3550.0,342493650.5603203,220059199.29834598,278310984.2235269,153767674.40473798
35,3250.0,3600.0,340091068.6869765,219615578.44312105,275215729.9902851,151771591.93431967
36,3250.0,3650.0,337778782.95810604,219237088.25550666,272192932.15454704,149671869.5920713
37,3250.0,3700.0,335556793.37370914,218924867.71192974,269235330.28081983,147780021.16073236
38,3250.0,3750.0,333425099.9337859,218669213.6977049,266342539.83859044,145894204.29434952
39,3250.0,3800.0,331383702.6383358,218472290.04823148,263509542.31285676,144168714.27353546
40,3250.0,3850.0,329432601.4873595,218334541.5886985,260743024.32465413,142447981.11843923
41,3250.0,3900.0,327571796.4808567,218253720.86209664,258037376.94964993,140805007.58144316
42,3250.0,3950.0,325801287.6188274,218236569.24446365,255394138.26385307,139109686.54766032
43,3250.0,4000.0,324121074.9012716,218277393.0093209,252816990.26647782,137610664.7775335
44,3250.0,4050.0,322531158.3281893,218376615.83213657,250314531.39987218,136073122.665885
45,3250.0,4100.0,321031537.8995805,218540023.5440313,247882491.0869872,134560379.78865144
46,3250.0,4150.0,319622213.6154453,218766332.80884767,245513688.91783825,133150679.36601101
47,3250.0,4200.0,318303185.4757833,219055900.48640388,243198313.4538112,131740191.0953205
48,3250.0,4250.0,317074453.48059523,219408529.46355283,240942202.24501103,130502236.07551263
49,3250.0,4300.0,315936017.6298805,219820942.26662213,238743194.97348586,129210763.80541156
50,3250.0,4350.0,314887877.9236394,220296220.1052519,236612329.2296561,128031027.6229752
51,3250.0,4400.0,313930034.36187154,220834258.2789831,234558607.65693024,126780219.0279716
52,3250.0,4450.0,313062486.9445774,221435172.8098595,232570433.503539,125681766.6177018
53,3250.0,4500.0,312285235.6717567,222099195.16807285,230651639.98945218,124657755.93443856
54,3250.0,4550.0,311598280.5434097,222825338.4138069,228802515.1799746,123607743.65326765
55,3250.0,4600.0,311001621.55953604,223614113.5681205,227022156.44673222,122715161.21067484
