,NO-N,NO-S,no-flex,trans,stor,full-flex
0,3250.0,1850.0,477907640.2157554,305876871.98537964,422624582.06314504,297167737.788102
1,3250.0,1900.0,472434989.4303122,302250724.12522686,417179129.97566336,292536185.9686964
2,3250.0,1950.0,467052634.78934216,298724929.3218256,411814501.18641114,287775378.3146596
3,3250.0,2000.0,461760576.2928459,295298465.5616308,406534693.0613731,282948429.5553468
4,3250.0,2050.0,456558813.94082314,291967070.5426416,401336414.063449,278429647.07773316
5,3250.0,2100.0,451447347.7332737,288732224.0433578,396215308.446809,273889220.8868127
6,3250.0,2150.0,446426177.6701976,285594452.2249268,391172362.1452841,269336912.2568772
7,3250.0,2200.0,441495303.75159544,282547912.1796743,386207591.4253809,264655022.16823855
8,3250.0,2250.0,436654725.9774665,279592716.5326112,381315688.68266565,260194383.53654313
9,3250.0,2300.0,431904444.3478112,276726589.33599716,376491989.84129125,255923922.9977406
10,3250.0,2350.0,427244458.8626293,273951861.81885415,371735111.8712339,251527039.4293975
11,3250.0,2400.0,422674769.5219207,271265557.9292014,367052471.48266006,247148920.1456022
12,3250.0,2450.0,418195376.3256864,268667719.92773515,362440942.82494414,242776491.78276035
13,3250.0,2500.0,413806279.27392507,266149487.41209152,357884143.14368474,238551359.9867695
14,3250.0,2550.0,409507478.3666373,263716146.30210444,353396370.14211726,234431511.22323078
15,3250.0,2600.0,405298973.60382295,261363961.50288567,348976977.9938682,230376882.65281737
16,3250.0,2650.0,401180764.9854823,259099098.30639085,344619698.53019977,226181117.76826164
17,3250.0,2700.0,397152852.51161504,256915206.94286984,340316948.67591447,222138531.46915132
18,3250.0,2750.0,393215236.18222123,254809833.6363367,336075111.1973104,218174196.7015617
19,3250.0,2800.0,389367915.9973013,252784606.84977835,331894518.7100768,213931451.92469022
20,3250.0,2850.0,385610891.95685446,250838313.07381633,327774428.921056,210155084.36261854
21,3250.0,2900.0,381944164.0608815,248967489.03786048,323703104.6137989,206209795.2776792
22,3250.0,2950.0,378367732.3093818,247179662.14701322,319676794.54264283,202185324.60538292
23,3250.0,3000.0,374881596.7023556,245470174.45384517,315699329.0408399,198311472.87774646
24,3250.0,3050.0,371485757.239803,243839231.63449,311775738.294253,194586703.76193962
25,3250.0,3100.0,368180213.9217241,242282998.68709043,307900688.9507759,190999507.61326912
26,3250.0,3150.0,364964966.74811834,240801864.11717492,304083541.9073334,187403710.57224932
27,3250.0,3200.0,361840015.71898645,239394331.99084842,300314533.1535465,183871264.28119063
28,3250.0,3250.0,358805360.8343279,238062328.91027692,296591020.14650655,180180402.46035355
29,3250.0,3300.0,355861002.0941427,236806906.19469512,292923382.0856873,176642308.80987218
30,3250.0,3350.0,353006939.49843115,235621704.84642956,289302397.7770889,173344341.25912842
31,3250.0,3400.0,350243173.0471932,234505353.61492988,285735365.5283872,170094930.7869262
32,3250.0,3450.0,347569702.74042886,233457470.30037117,282223152.6668506,166738659.80382955
33,3250.0,3500.0,344986528.5781379,232478421.08251113,278760167.16646636,163415272.56670177
34,3250.0,3550.0,342493650.56032044,231572711.7726891,275354000.3306529,160185288.285019
35,3250.0,3600.0,340091068.68697655,230736042.73168677,271993518.90686435,156980780.62117034
36,3250.0,3650.0,337778782.958106,229976961.21606895,268673675.30466413,153715957.54151797
37,3250.0,3700.0,335556793.3737092,229295714.99675542,265391463.85578728,150544600.76416898
38,3250.0,3750.0,333425099.9337858,228683521.4573055,262165753.6088132,147461107.33501682
39,3250.0,3800.0,331383702.638336,228143402.09220085,258993174.94386372,144384225.4542514
40,3250.0,3850.0,329432601.48735946,227674008.83210096,255860781.62830445,141528945.46999586
41,3250.0,3900.0,327571796.4808567,227270584.4632003,252758173.6910043,138887822.66659707
42,3250.0,3950.0,325801287.61882734,226939394.44011799,249715432.55930358,135983614.27412492
43,3250.0,4000.0,324121074.90127164,226675047.50324276,246725475.88160858,133453881.71443564
44,3250.0,4050.0,322531158.3281893,226478059.4164777,243780518.60760638,130660944.69179146
45,3250.0,4100.0,321031537.89958054,226355926.1287013,240880934.96418247,128018530.17416573
46,3250.0,4150.0,319622213.6154453,226306477.66753674,238046292.3120466,125481769.76017326
47,3250.0,4200.0,318303185.4757833,226328525.43890822,235244570.62873518,123104922.72732818
48,3250.0,4250.0,317074453.48059523,226422158.21824396,232481669.769544,120717835.76158668
49,3250.0,4300.0,315936017.6298804,226583005.99477416,229765087.64166364,118388982.04263163
50,3250.0,4350.0,314887877.9236395,226814510.69439864,227107473.05772957,116177106.16056325
51,3250.0,4400.0,313930034.36187154,227116812.98980844,224508350.35368294,113907345.70759289
52,3250.0,4450.0,313062486.94457734,227490280.66992095,221954765.92111441,111792804.4967656
53,3250.0,4500.0,312285235.6717568,227934222.5935768,219432648.0266893,109803928.29320925
54,3250.0,4550.0,311598280.54340976,228446729.52068165,216960300.43324345,107799745.40024237
55,3250.0,4600.0,311001621.559536,229029236.5114934,214539655.49078152,105862213.76830591
56,3250.0,4650.0,310495258.72013587,229678565.31151867,212193816.59639943,104043190.91248071
57,3250.0,4700.0,310079192.02520937,230399388.02272698,209894488.99604243,102290958.95423964
58,3250.0,4750.0,309753421.4747563,231196138.43684128,207634806.8115173,100466035.73653594
59,3250.0,4800.0,309517947.0687767,232066254.6705063,205431818.14495313,98823313.79167521
60,3250.0,4850.0,309372768.80727065,233003579.1432341,203273371.0118201,97154562.36013283
61,3250.0,4900.0,309317886.6902382,234012312.13982373,201164439.36691245,95655630.14730865
62,3250.0,4950.0,309353300.717679,235092548.95108846,199102689.11663508,93994928.62989663
63,3250.0,5000.0,309479010.88959354,236247479.10390788,197101586.27076766,92523588.25532258
64,3250.0,5050.0,309695017.2059815,237478059.87372252,195172467.4212206,91100306.85810705
65,3250.0,5100.0,310001319.66684324,238779725.64658967,193297073.3202493,89828206.56156817
66,3250.0,5150.0,310397918.27217835,240151213.4531873,191459639.95063806,88567443.93243462
67,3250.0,5200.0,310884813.0219866,241590848.22003487,189682792.19484225,87421518.03276582
68,3250.0,5250.0,311462003.916269,243100676.17677653,187936461.1505845,86397192.47474188
69,3250.0,5300.0,312129490.9550245,244681188.64204234,186253250.81789565,85428954.82747269
70,3250.0,5350.0,312887274.13825357,246334913.53698564,184624506.4245735,84473295.6604381
71,3250.0,5400.0,313735353.4659561,248065115.47335377,183044296.33098617,83532758.11664505
72,3250.0,5450.0,314673728.9381323,249869612.86513248,181502534.9953875,82690463.82270494
73,3250.0,5500.0,315702400.5547819,251751069.24627292,180026703.3281063,81862845.33532052
74,3250.0,5550.0,316821368.3159051,253707289.9952063,178608145.95681304,81308067.37905769
75,3250.0,5600.0,318030632.2215017,255739757.8860448,177260373.34049278,80690374.48460057
76,3250.0,5650.0,319330192.27157205,257845868.1561567,175982857.72524726,80108558.67879441
77,3250.0,5700.0,320720048.4661156,260026553.74705288,174761460.58847195,79731096.36792997
78,3250.0,5750.0,322200200.80513287,262278506.92248866,173619524.06281346,79427020.36002873
79,3250.0,5800.0,323770649.2886237,264605184.13718906,172534151.61269838,79103898.6525459
80,3250.0,5850.0,325431393.91658777,267007368.0387129,171519841.54899612,78871832.88856578
81,3250.0,5900.0,327182434.68902564,269484673.2996542,170559248.60718974,78657462.25989929
82,3250.0,5950.0,329023771.605937,272038052.96003056,169676479.845856,78559108.97636132
83,3250.0,6000.0,330955404.66732174,274666772.2885943,168861442.91476074,78597647.90454598
84,3250.0,6050.0,332977333.87318015,277373327.2582736,168093449.69571185,78702504.18241893
85,3250.0,6100.0,335089559.2235119,280156133.8143503,167428674.356882,78827486.40505931
86,3250.0,6150.0,337292080.7183172,283015576.52032924,166785113.23493063,79109668.76044941
87,3250.0,6200.0,339584898.35759616,285954115.3939062,166217816.18457946,79504101.18879169
88,3250.0,6250.0,341968012.1413486,288970850.7966539,165691634.9310055,79915633.5015196
89,3250.0,6300.0,344441422.06957436,292066488.5117188,165240810.09275112,80417377.1823838
90,3250.0,6350.0,347005128.14227384,295238672.4467616,164877143.44302806,81018876.1868849
91,3250.0,6400.0,349659130.35944664,298491043.5352306,164579704.39174512,81667588.54396446
92,3250.0,6450.0,352403428.72109324,301823837.42096156,164372786.47468218,82399047.8662802
